iter	Logloss
326	0.3772961871
327	0.3770991875
328	0.3762660759
329	0.3759185354
330	0.3752501724
331	0.3749294025
332	0.3747468031
333	0.3745757827
334	0.3743354389
335	0.3741758333
336	0.3739334274
337	0.3736051714
338	0.3733395123
339	0.372866042
340	0.3726783092
341	0.3725190209
342	0.3721130625
343	0.3719857156
344	0.3717830487
345	0.3716059273
346	0.3712076667
347	0.3709524888
348	0.3707490223
349	0.3701386504
350	0.3697844101
351	0.3695117207
352	0.3693384114
353	0.3690607096
354	0.3688099126
355	0.3686575048
356	0.3684339146
357	0.3679092639
358	0.367694705
359	0.367468382
360	0.3668312258
361	0.3666578307
362	0.3664026502
363	0.3661365932
364	0.3660152109
365	0.3657085899
366	0.3653523363
367	0.3651640697
368	0.3649522534
369	0.3647194356
370	0.364442944
371	0.3639154629
372	0.363791192
373	0.3633398295
374	0.3631085373
375	0.3628834293
376	0.3624732687
377	0.3612790987
378	0.3607635627
379	0.3603735351
380	0.3597800604
381	0.359563855
382	0.3590159241
383	0.358005056
384	0.3577968837
385	0.3573877317
386	0.3571363164
387	0.3564877979
388	0.3557475754
389	0.3555230536
390	0.3545942811
391	0.3539057428
392	0.353256948
393	0.3527106344
394	0.3521174496
395	0.3512990833
396	0.3507421834
397	0.3504662465
398	0.3499728659
399	0.3495143704
400	0.3493369998
401	0.3490451438
402	0.3485034031
403	0.3481047936
404	0.3476591767
405	0.346720834
406	0.3465947972
407	0.346442898
408	0.3462450979
409	0.3458103206
410	0.3455315359
411	0.3450983805
412	0.344886608
413	0.344584193
414	0.3442975463
415	0.3439629161
416	0.3437173747
417	0.3431333938
418	0.3430243055
419	0.3425927766
420	0.3418316747
421	0.3415830604
422	0.3413834853
423	0.3411370047
424	0.340909123
425	0.3407294594
426	0.3405582406
427	0.3402436088
428	0.3398741259
429	0.3396609653
430	0.3391585993
431	0.3388856107
432	0.3386363222
433	0.3382873286
434	0.338101689
435	0.3378810601
436	0.3375738945
437	0.3372209156
438	0.3365803852
439	0.3362631826
440	0.3360508907
441	0.3358126363
442	0.3355725078
443	0.3351692855
444	0.3345939915
445	0.3343973868
446	0.334136832
447	0.3337649516
448	0.3333444631
449	0.3331332597
450	0.3328973158
451	0.3325231039
452	0.3322523189
453	0.3319965876
454	0.3318102323
455	0.3312574707
456	0.3311464646
457	0.3308455562
458	0.3306701919
459	0.3298611083
460	0.3291325798
461	0.3289250664
462	0.3281873297
463	0.3279740736
464	0.3277455587
465	0.3274645686
466	0.3272701506
467	0.3269910402
468	0.3264361652
469	0.3261955127
470	0.3259872928
471	0.3257634027
472	0.3255904806
473	0.3253705253
474	0.3249967296
475	0.3249001682
476	0.3247283355
477	0.3245220282
478	0.3243180359
479	0.3238268716
480	0.3233768048
481	0.3231983969
482	0.3230898909
483	0.3225948528
484	0.3222239569
485	0.3219739101
486	0.3216324183
487	0.3215241965
488	0.321282024
489	0.3211176308
490	0.3206846309
491	0.3204506382
492	0.3201269619
493	0.3199274215
494	0.3197000339
495	0.319606161
496	0.3190332784
497	0.3187595565
498	0.3184067231
499	0.3179216413
500	0.3176442074
501	0.3174695628
502	0.317169467
503	0.3167862828
504	0.3163347059
505	0.3160615823
506	0.3158311637
507	0.315625427
508	0.3153433058
509	0.3150673523
510	0.3149026257
511	0.3147529023
512	0.3141805217
513	0.3139590195
514	0.3136508804
515	0.3134991707
516	0.3130301124
517	0.3126538375
518	0.3124876627
519	0.3122196602
520	0.3118943758
521	0.3117077925
522	0.3113829348
523	0.3111214115
524	0.3109307557
525	0.3106857827
526	0.3104544089
527	0.3100060597
528	0.3097852972
529	0.3096501468
530	0.3094646707
531	0.3092067447
532	0.3089021845
533	0.3086903062
534	0.3085885499
535	0.3082265116
536	0.30805272
537	0.3077666745
538	0.3074698734
539	0.3072009613
540	0.3067878383
541	0.3065836086
542	0.306402588
543	0.3061486948
544	0.3058483886
545	0.3055623421
546	0.3054066105
547	0.3052232364
548	0.3050511618
549	0.3048235136
550	0.304662785
551	0.3044947251
552	0.3043734872
553	0.304128458
554	0.3039901963
555	0.3038207523
556	0.3036269391
557	0.3034859426
558	0.3032491744
559	0.303111574
560	0.3028825887
561	0.3025962473
562	0.3023708311
563	0.3022241841
564	0.3020336711
565	0.3019251809
566	0.3016842893
567	0.3014975343
568	0.3009497401
569	0.3007564864
570	0.3005377946
571	0.300322735
572	0.3000793308
573	0.2999814182
574	0.2997894082
575	0.2995260419
576	0.2990294008
577	0.298782144
578	0.2985817112
579	0.2983677934
580	0.2982980091
581	0.298030927
582	0.2978443336
583	0.2976460401
584	0.2974809071
585	0.2972881979
586	0.2970527106
587	0.2967600589
588	0.2964990369
589	0.2962174163
590	0.2960555231
591	0.2957440583
592	0.2956343904
593	0.2952362572
594	0.294889429
595	0.29476088
596	0.2946581168
597	0.2942928253
598	0.29420322
599	0.2939427976
600	0.2936798568
601	0.2934403447
602	0.2932864756
603	0.293083702
604	0.2929526187
605	0.2927926812
606	0.2926255605
607	0.2925353701
608	0.2924419325
609	0.2922518278
610	0.2920547945
611	0.2919608922
612	0.2917682964
613	0.2916293188
614	0.2914669157
615	0.2912807216
616	0.291109939
617	0.2910739325
618	0.2909873093
619	0.2908031146
620	0.290652276
621	0.2905053825
622	0.2903004305
623	0.2900922787
624	0.2899075118
625	0.2897842641
626	0.289638996
627	0.2893893079
628	0.2890683701
629	0.2889183726
630	0.2887076324
631	0.2883532393
632	0.2881787891
633	0.287983258
634	0.2877220395
635	0.2876017062
636	0.2874016347
637	0.2872348951
638	0.2870791282
639	0.2869559302
640	0.2867788499
641	0.2865807003
642	0.2864172641
643	0.2862976742
644	0.2861908656
645	0.2860413103
646	0.2859089981
647	0.2858445443
648	0.2855974668
649	0.2854131985
650	0.285252001
651	0.285001334
652	0.284795147
653	0.2846260849
654	0.2844517853
655	0.2841481218
656	0.2838530559
657	0.2836671542
658	0.283516518
659	0.2832907273
660	0.2831195231
661	0.2830201832
662	0.2825858575
663	0.2824943736
664	0.2823147748
665	0.2820027885
666	0.2819050951
667	0.2817200383
668	0.2815885172
669	0.281469565
670	0.2812580149
671	0.2810911021
672	0.2809311388
673	0.2808001097
674	0.2805939455
675	0.2803887516
676	0.2802610763
677	0.2797581051
678	0.2795319806
679	0.2793220803
680	0.2791044938
681	0.2788956217
682	0.2787685771
683	0.2786488097
684	0.2782873003
685	0.2780834945
686	0.2778175593
687	0.277648611
688	0.2774963642
689	0.2772172525
690	0.2770243936
691	0.2768575008
692	0.2766891049
693	0.2765086516
694	0.2763970896
695	0.276116388
696	0.2759338888
697	0.2757970349
698	0.2755722165
699	0.2755157047
700	0.2753581739
701	0.2751707375
702	0.2749750721
703	0.2747997351
704	0.2746429497
705	0.274533151
706	0.2744030692
707	0.2740688204
708	0.2738842339
709	0.273588361
710	0.2734706611
711	0.2732781662
712	0.2730680818
713	0.272933189
714	0.2726707174
715	0.2725741201
716	0.2724698522
717	0.2723408769
718	0.2722705731
719	0.2721048244
720	0.2718507667
721	0.2717229246
722	0.2715284902
723	0.2713864176
724	0.2711935909
725	0.2711244179
726	0.2709805902
727	0.2707733303
728	0.2706877789
729	0.2705640074
730	0.2704054279
731	0.2702314248
732	0.2701129333
733	0.2699578225
734	0.2698559462
735	0.2696457314
736	0.2695149898
737	0.2693127709
738	0.2691366155
739	0.2690145579
740	0.2688532076
741	0.2687094743
742	0.2686086994
743	0.268506171
744	0.2683403613
745	0.2682063601
746	0.2680543781
747	0.267975561
748	0.2679071856
749	0.2677842036
750	0.26766489
751	0.2674660151
752	0.2673199382
753	0.2672051941
754	0.2670739963
755	0.2669280081
756	0.2667900979
757	0.2666186444
758	0.2665094214
759	0.2663817933
760	0.2662729357
761	0.2662086604
762	0.2661190797
763	0.2660090488
764	0.2658618931
765	0.2657834388
766	0.2656929433
767	0.2655186743
768	0.2653991772
769	0.2653069543
770	0.2651620103
771	0.26487789
772	0.2647736012
773	0.2646422149
774	0.2644469706
775	0.2643198486
776	0.264171161
777	0.2640183189
778	0.2638002861
779	0.2636604127
780	0.2635321808
781	0.2633840411
782	0.2632342073
783	0.2630294957
784	0.2628929358
785	0.2628435529
786	0.2627168423
787	0.2626340167
788	0.2625119852
789	0.2624028475
790	0.2623233279
791	0.2622458677
792	0.2620716611
793	0.2619720638
794	0.2617972792
795	0.2616228479
796	0.2615249814
797	0.2613718008
798	0.2612592112
799	0.261120001
800	0.2609658284
801	0.2609084417
802	0.2607596424
803	0.2606328205
804	0.2605583805
805	0.2604247052
806	0.26036852
807	0.2602115015
808	0.2601476511
809	0.2599895547
810	0.2598470893
811	0.2596833407
812	0.259541104
813	0.2593759961
814	0.2592876023
815	0.2591287484
816	0.258999253
817	0.2588774227
818	0.2587838475
819	0.2586185592
820	0.2584534692
821	0.258284208
822	0.2581543553
823	0.2580205166
824	0.2578681052
825	0.2577785176
826	0.2575931817
827	0.257454282
828	0.2573736957
829	0.2572010936
830	0.2570647684
831	0.2569350084
832	0.256836745
833	0.2567120648
834	0.2566122687
835	0.2565277519
836	0.2564273583
837	0.2562962991
838	0.2562114984
839	0.256106257
840	0.2560115033
841	0.2558442124
842	0.2557132568
843	0.2555308399
844	0.2554176025
845	0.255268538
846	0.2551573345
847	0.2550280962
848	0.2549470164
849	0.2548104385
850	0.2547044372
851	0.2545561802
852	0.2545112538
853	0.2544077793
854	0.2542718567
855	0.2541593527
856	0.2540416022
857	0.2539103463
858	0.2538053313
859	0.2536970211
860	0.2535976418
861	0.2535209138
862	0.2534321355
863	0.2532981831
864	0.2531815029
865	0.2530739486
866	0.2529718869
867	0.252831794
868	0.2527526667
869	0.2526984787
870	0.2526188916
871	0.2524994845
872	0.2523920423
873	0.252263681
874	0.252166088
875	0.2520019591
876	0.2518406633
877	0.2517441148
878	0.2515607615
879	0.2514957638
880	0.2513911825
881	0.2512534366
882	0.2511186314
883	0.2509841583
884	0.2508938999
885	0.2508232691
886	0.2506627936
887	0.2505504586
888	0.2504403622
889	0.2503125841
890	0.2502074092
891	0.250121639
892	0.2499551144
893	0.2498415207
894	0.2497680634
895	0.2496991696
896	0.2496524099
897	0.2495267687
898	0.2493186719
899	0.2492465159
900	0.2491786341
901	0.2490637748
902	0.2489484434
903	0.2488615741
904	0.2486879093
905	0.2486021337
906	0.2484263775
907	0.2482767016
908	0.2481805672
909	0.248032845
910	0.2478172293
911	0.2477037247
912	0.2475481249
913	0.247458559
914	0.24736617
915	0.247252561
916	0.2471036777
917	0.2469996946
918	0.2468638694
919	0.2467316621
920	0.2465712893
921	0.2464707749
922	0.2463587244
923	0.2461654323
924	0.2460171217
925	0.2459329149
926	0.2458237485
927	0.2457271299
928	0.2456381783
929	0.2455621086
930	0.2455148397
931	0.2453155946
932	0.2452344264
933	0.2451089104
934	0.2450663343
935	0.2449173493
936	0.2447568057
937	0.2446000435
938	0.244434016
939	0.2443211082
940	0.2441755328
941	0.2441426739
942	0.2440607786
943	0.2440009904
944	0.2438672732
945	0.2437436394
946	0.243631026
947	0.2435425669
948	0.2434807487
949	0.2433367711
950	0.2432675124
951	0.2431505059
952	0.2430420952
953	0.2428940955
954	0.2428254493
955	0.2427273938
956	0.2426387747
957	0.2425714729
958	0.2424626735
959	0.2423700346
960	0.2422853357
961	0.2422055167
962	0.2420844718
963	0.2420306435
964	0.2419720827
965	0.2418637417
966	0.2417786611
967	0.241657368
968	0.2414082356
969	0.2412807068
970	0.2412254681
971	0.2410852472
972	0.2409232684
973	0.240808886
974	0.240671662
975	0.2405792357
976	0.2403312612
977	0.2402319132
978	0.2401086943
979	0.2400577272
980	0.2399621471
981	0.2398786822
982	0.2396522746
983	0.2395484594
984	0.2394592059
985	0.2393450217
986	0.2392215042
987	0.2391967901
988	0.2390999819
989	0.2389528082
990	0.2388203409
991	0.2386845146
992	0.2385937847
993	0.2383882798
994	0.2382090452
995	0.2380815446
996	0.2379940777
997	0.2378096344
998	0.2377003975
999	0.2375401115
